time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-11 00:00:00+00:00,10,9,100,19
2026-03-12 00:00:00+00:00,16,15,28,20
2026-03-13 00:00:00+00:00,10,8,20,11
2026-03-14 00:00:00+00:00,5,4,20,12
2026-03-15 00:00:00+00:00,4,4,27,9
2026-03-16 00:00:00+00:00,13,13,55,24
2026-03-17 00:00:00+00:00,16,14,50,19
2026-03-18 00:00:00+00:00,9,9,32,15
2026-03-19 00:00:00+00:00,6,6,38,18
2026-03-20 00:00:00+00:00,4,4,18,14
2026-03-21 00:00:00+00:00,20,16,36,13
2026-03-22 00:00:00+00:00,4,4,27,13
2026-03-23 00:00:00+00:00,9,9,54,14
2026-03-24 00:00:00+00:00,133,8,80,22
