time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-03 00:00:00+00:00,15,15,13,11
2026-07-04 00:00:00+00:00,8,6,10,9
2026-07-05 00:00:00+00:00,17,15,6,5
2026-07-06 00:00:00+00:00,77,64,17,13
2026-07-07 00:00:00+00:00,89,69,14,12
2026-07-08 00:00:00+00:00,22,14,24,15
2026-07-09 00:00:00+00:00,36,26,14,7
2026-07-10 00:00:00+00:00,114,26,13,9
2026-07-11 00:00:00+00:00,30,21,10,7
2026-07-12 00:00:00+00:00,32,28,11,7
2026-07-13 00:00:00+00:00,9,9,21,12
2026-07-14 00:00:00+00:00,19,18,25,14
2026-07-15 00:00:00+00:00,15,15,6,3
2026-07-16 00:00:00+00:00,13,13,5,5
