time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-12 00:00:00+00:00,16,9,55,13
2025-07-13 00:00:00+00:00,6,2,186,20
2025-07-14 00:00:00+00:00,21,9,180,27
2025-07-15 00:00:00+00:00,26,8,279,30
2025-07-16 00:00:00+00:00,78,19,219,31
2025-07-17 00:00:00+00:00,20,8,367,24
2025-07-18 00:00:00+00:00,28,9,140,33
2025-07-19 00:00:00+00:00,5,5,79,8
2025-07-20 00:00:00+00:00,25,9,78,12
2025-07-21 00:00:00+00:00,58,21,220,31
2025-07-22 00:00:00+00:00,137,39,386,39
2025-07-23 00:00:00+00:00,44,15,133,16
2025-07-24 00:00:00+00:00,181,42,294,32
2025-07-25 00:00:00+00:00,157,38,233,22
