time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-07 00:00:00+00:00,32,7,30,13
2026-06-08 00:00:00+00:00,60,10,30,13
2026-06-09 00:00:00+00:00,8,7,17,15
2026-06-10 00:00:00+00:00,183,48,6,6
2026-06-11 00:00:00+00:00,14,14,11,8
2026-06-12 00:00:00+00:00,19,14,14,13
2026-06-13 00:00:00+00:00,26,14,22,21
2026-06-14 00:00:00+00:00,44,21,10,9
2026-06-15 00:00:00+00:00,19,17,18,15
2026-06-16 00:00:00+00:00,20,18,2,2
2026-06-17 00:00:00+00:00,11,11,13,5
2026-06-18 00:00:00+00:00,11,10,12,9
2026-06-19 00:00:00+00:00,11,11,16,16
2026-06-20 00:00:00+00:00,16,6,6,6
