time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-27 00:00:00+00:00,25,18,87,34
2025-11-28 00:00:00+00:00,6,6,145,43
2025-11-29 00:00:00+00:00,4,4,14,7
2025-11-30 00:00:00+00:00,6,5,89,17
2025-12-01 00:00:00+00:00,25,16,62,29
2025-12-02 00:00:00+00:00,10,5,83,22
2025-12-03 00:00:00+00:00,98,50,85,34
2025-12-04 00:00:00+00:00,18,14,43,28
2025-12-05 00:00:00+00:00,13,13,73,35
2025-12-06 00:00:00+00:00,5,5,21,10
2025-12-07 00:00:00+00:00,2,2,26,15
2025-12-08 00:00:00+00:00,31,18,120,34
2025-12-09 00:00:00+00:00,8,6,31,19
2025-12-10 00:00:00+00:00,5,5,105,30
